 Congenital hypothyroidism without goiter,E03.1
 Hypothyroidism due to medicaments and other exogenous substances,E03.2
 Postinfectious hypothyroidism,E03.3
 Atrophy of thyroid (acquired),E03.4
 Myxedema coma,E03.5
 Other specified hypothyroidism,E03.8
" Hypothyroidism, unspecified",E03.9
 Nontoxic diffuse goiter,E04.0
 Nontoxic single thyroid nodule,E04.1
 Nontoxic multinodular goiter,E04.2
 Other specified nontoxic goiter,E04.8
" Nontoxic goiter, unspecified",E04.9
 Thyrotoxicosis [hyperthyroidism],E05
 Thyrotoxicosis with diffuse goiter,E05.0
 Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm,E05.00
 Thyrotoxicosis with diffuse goiter with thyrotoxic crisis or storm,E05.01
 Thyrotoxicosis with toxic single thyroid nodule,E05.1
 Thyrotoxicosis with toxic single thyroid nodule without thyrotoxic crisis or storm,E05.10
 Thyrotoxicosis with toxic single thyroid nodule with thyrotoxic crisis or storm,E05.11
 Thyrotoxicosis with toxic multinodular goiter,E05.2
 Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm,E05.20
 Thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm,E05.21
 Thyrotoxicosis from ectopic thyroid tissue,E05.3
 Thyrotoxicosis from ectopic thyroid tissue without thyrotoxic crisis or storm,E05.30
 Thyrotoxicosis from ectopic thyroid tissue with thyrotoxic crisis or storm,E05.31
 Thyrotoxicosis factitia,E05.4
 Thyrotoxicosis factitia without thyrotoxic crisis or storm,E05.40
 Thyrotoxicosis factitia with thyrotoxic crisis or storm,E05.41
 Other thyrotoxicosis,E05.8
 Other thyrotoxicosis without thyrotoxic crisis or storm,E05.80
 Other thyrotoxicosis with thyrotoxic crisis or storm,E05.81
" Thyrotoxicosis, unspecified",E05.9
" Thyrotoxicosis, unspecified without thyrotoxic crisis or storm",E05.90
" Thyrotoxicosis, unspecified with thyrotoxic crisis or storm",E05.91
 Thyroiditis,E06
 Acute thyroiditis,E06.0
 Subacute thyroiditis,E06.1
 Chronic thyroiditis with transient thyrotoxicosis,E06.2
 Autoimmune thyroiditis,E06.3
 Drug-induced thyroiditis,E06.4
 Other chronic thyroiditis,E06.5
" Thyroiditis, unspecified",E06.9
 Hypersecretion of calcitonin,E07.0
 Dyshormogenetic goiter,E07.1
 Other specified disorders of thyroid,E07.8
 Sick-euthyroid syndrome,E07.81
 Other specified disorders of thyroid,E07.89
" Disorder of thyroid, unspecified",E07.9
 Diabetes mellitus due to underlying condition,E08
 Diabetes mellitus due to underlying condition with hyperosmolarity,E08.0
 Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),E08.00
 Diabetes mellitus due to underlying condition with hyperosmolarity with coma,E08.01
 Diabetes mellitus due to underlying condition with ketoacidosis,E08.1
 Diabetes mellitus due to underlying condition with ketoacidosis without coma,E08.10
 Diabetes mellitus due to underlying condition with ketoacidosis with coma,E08.11
 Diabetes mellitus due to underlying condition with kidney complications,E08.2
 Diabetes mellitus due to underlying condition with diabetic nephropathy,E08.21
 Diabetes mellitus due to underlying condition with diabetic chronic kidney disease Use additional code to identify stage of chronic kidney disease (N18.1-N18.6),E08.22
 Diabetes mellitus due to underlying condition with other diabetic kidney complication,E08.29
 Diabetes mellitus due to underlying condition with ophthalmic complications,E08.3
 Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy,E08.31
 Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema,E08.311
 Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema,E08.319
 Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy,E08.32
 Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema,E08.321
 Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema,E08.329
 Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy,E08.33
 Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema,E08.331
 Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema,E08.339
 Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy,E08.34
 Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema,E08.341
 Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy,E08.35
 Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema,E08.351
 Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema,E08.359
 Diabetes mellitus due to underlying condition with diabetic cataract,E08.36
 Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication,E08.39
 Diabetes mellitus due to underlying condition with neurological complications,E08.4
" Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",E08.40
 Diabetes mellitus due to underlying condition with diabetic mononeuropathy,E08.41
 Diabetes mellitus due to underlying condition with diabetic polyneuropathy,E08.42
 Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy,E08.43
 Diabetes mellitus due to underlying condition with diabetic amyotrophy,E08.44
 Diabetes mellitus due to underlying condition with other diabetic neurological complication E08.5 Diabetes mellitus due to underlying condition with circulatory complications,E08.49
 Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene,E08.51
 Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene,E08.52
 Diabetes mellitus due to underlying condition with other circulatory complications E08.6 Diabetes mellitus due to underlying condition with other specified complications,E08.59
 Diabetes mellitus due to underlying condition with diabetic arthropathy,E08.61
 Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy,E08.610
 Diabetes mellitus due to underlying condition with other diabetic arthropathy E08.62 Diabetes mellitus due to underlying condition with skin complications,E08.618
 Diabetes mellitus due to underlying condition with diabetic dermatitis,E08.620
" Diabetes mellitus due to underlying condition with foot ulcer Use additional code to identify site of ulcer (L97.4-, L97.5-)",E08.621
" Diabetes mellitus due to underlying condition with other skin ulcer Use additional code to identify site of ulcer (L97.1-L97.9, L98.41-L98.49)",E08.622
 Diabetes mellitus due to underlying condition with other skin complications E08.63 Diabetes mellitus due to underlying condition with oral complications,E08.628
 Diabetes mellitus due to underlying condition with periodontal disease E08.638 Diabetes mellitus due to underlying condition with other oral complications,E08.630
 Diabetes mellitus due to underlying condition with hypoglycemia with coma E08.649 Diabetes mellitus due to underlying condition with hypoglycemia without coma,E08.641
 Diabetes mellitus due to underlying condition with hyperglycemia,E08.65
 Diabetes mellitus due to underlying condition with other specified complication,E08.69
 Diabetes mellitus due to underlying condition with unspecified complications,E08.8
 Diabetes mellitus due to underlying condition without complications,E08.9
 Drug or chemical induced diabetes mellitus,E09
 Drug or chemical induced diabetes mellitus with hyperosmolarity,E09.0
 Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),E09.00
 Drug or chemical induced diabetes mellitus with hyperosmolarity with coma,E09.01
 Drug or chemical induced diabetes mellitus with ketoacidosis,E09.1
 Drug or chemical induced diabetes mellitus with ketoacidosis without coma,E09.10
 Drug or chemical induced diabetes mellitus with ketoacidosis with coma,E09.11
 Drug or chemical induced diabetes mellitus with kidney complications,E09.2
 Drug or chemical induced diabetes mellitus with diabetic nephropathy,E09.21
 Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease Use additional code to identify stage of chronic kidney disease (N18.1-N18.6),E09.22
 Drug or chemical induced diabetes mellitus with other diabetic kidney complication,E09.29
 Drug or chemical induced diabetes mellitus with ophthalmic complications,E09.3
 Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy,E09.31
 Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema,E09.311
 Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema,E09.319
 Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy,E09.32
 Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,E09.321
 Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy,E09.33
,E09.331
,E09.339
 Drug or E09.341,E09.34
,E09.349
 Drug or E09.351,E09.35
,E09.359
 Drug or,E09.36
 Drug or,E09.39
 Drug or chemical induced diabetes mellitus with neurological complications,E09.4
" Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified",E09.40
 Drug or chemical induced diabetes mellitus with neurological complications with diabetic mononeuropathy,E09.41
 Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy,E09.42
 Drug or chemical induced diabetes mellitus with neurological complications with diabetic autonomic (poly)neuropathy,E09.43
 Drug or chemical induced diabetes mellitus with neurological complications with diabetic amyotrophy,E09.44
 Drug or chemical induced diabetes mellitus with neurological complications with other diabetic neurological complication,E09.49
 Drug or chemical induced diabetes mellitus with circulatory complications,E09.5
 Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene,E09.51
 Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy with gangrene,E09.52
 Drug or chemical induced diabetes mellitus with other circulatory complications E09.6 Drug or chemical induced diabetes mellitus with other specified complications,E09.59
 Drug or chemical induced diabetes mellitus with diabetic arthropathy,E09.61
 Drug or chemical induced diabetes mellitus with diabetic neuropathic arthropathy,E09.610
 Drug or chemical induced diabetes mellitus with other diabetic arthropathy E09.62 Drug or chemical induced diabetes mellitus with skin complications,E09.618
 Drug or chemical induced diabetes mellitus with diabetic dermatitis,E09.620
" Drug or chemical induced diabetes mellitus with foot ulcer Use additional code to identify site of ulcer (L97.4-, L97.5-)",E09.621
" Drug or chemical induced diabetes mellitus with other skin ulcer Use additional code to identify site of ulcer (L97.1-L97.9, L98.41-L98.49)",E09.622
 Drug or chemical induced diabetes mellitus with other skin complications E09.63 Drug or chemical induced diabetes mellitus with oral complications,E09.628
 Drug or chemical induced diabetes mellitus with periodontal disease,E09.630
 Drug or chemical induced diabetes mellitus with other oral complications E09.64 Drug or chemical induced diabetes mellitus with hypoglycemia,E09.638
 Drug or chemical induced diabetes mellitus with hypoglycemia with coma,E09.641
 Drug or chemical induced diabetes mellitus with hypoglycemia without coma E09.65 Drug or chemical induced diabetes mellitus with hyperglycemia,E09.649
 Drug or chemical induced diabetes mellitus with other specified complication,E09.69
 Drug or chemical induced diabetes mellitus with unspecified complications,E09.8
 Drug or chemical induced diabetes mellitus without complications,E09.9
 Type 1 diabetes mellitus,E10
 Type 1 diabetes mellitus with ketoacidosis,E10.1
 Type 1 diabetes mellitus with ketoacidosis without coma E10.11 Type 1 diabetes mellitus with ketoacidosis with coma,E10.10
 Type 1 diabetes mellitus with kidney complications,E10.2
 Type 1 diabetes mellitus with diabetic nephropathy,E10.21
,E10.32
,E10.33
,E10.34
,E10.35
 E10.39,E10.36
 Type 1 E10.40 E10.41 E10.42,E10.4
,E10.43
,E10.44
,E10.49
 Type 1 E10.51 E10.52,E10.5
,E10.29
 Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,E10.311
 Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,E10.319
 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,E10.321
 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,E10.329
 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,E10.331
 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,E10.339
 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,E10.341
 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,E10.349
 Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,E10.351
 Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,E10.359
,E10.62
 E10.64,E10.63
 E10.69,E10.65
 Type 1,E10.8
 Type 1 diabetes mellitus with diabetic neuropathic arthropathy,E10.610
 Type 1 diabetes mellitus with other diabetic arthropathy,E10.618
 Type 1 diabetes mellitus with diabetic dermatitis,E10.620
 Type 1 diabetes mellitus with foot ulcer,E10.621
 Type 1 diabetes mellitus with other skin ulcer,E10.622
 Type 1 diabetes mellitus with other skin complications Type 1 diabetes mellitus with oral complications,E10.628
 Type 1 diabetes mellitus with periodontal disease E10.638 Type 1 diabetes mellitus with other oral complications Type 1 diabetes mellitus with hypoglycemia,E10.630
 Type 1 diabetes mellitus with hypoglycemia with coma E10.649 Type 1 diabetes mellitus with hypoglycemia without coma Type 1 diabetes mellitus with hyperglycemia,E10.641
 Type 1,E10.9
 Type 2 diabetes mellitus,E11
 Type 2 diabetes mellitus with hyperosmolarity,E11.0
 Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic- hyperosmolar coma (NKHHC),E11.00
 Type 2 diabetes mellitus with hyperosmolarity with coma E11.2 Type 2 diabetes mellitus with kidney complications,E11.01
 Type 2 diabetes mellitus with diabetic nephropathy,E11.21
,E11.29
 Type 2 E11.31,E11.3
,E11.32
,E11.33
,E11.34
,E11.35
 E11.39,E11.36
 Type 2 E11.40 E11.41 E11.42,E11.4
,E11.43
 E11.49,E11.44
 Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,E11.311
 Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,E11.319
 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,E11.321
 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,E11.329
 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,E11.331
 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,E11.339
 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,E11.341
 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,E11.349
 Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,E11.351
 Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,E11.359
 E11.6 Type 2 E11.61,E11.59
,E11.62
 E11.64,E11.63
 E11.69,E11.65
 Type 2,E11.8
 Type 2 diabetes mellitus with diabetic neuropathic arthropathy,E11.610
 Type 2 diabetes mellitus with other diabetic arthropathy,E11.618
 Type 2 diabetes mellitus with diabetic dermatitis,E11.620
 Type 2 diabetes mellitus with foot ulcer,E11.621
 Type 2 diabetes mellitus with other skin ulcer,E11.622
 Type 2 diabetes mellitus with other skin complications Type 2 diabetes mellitus with oral complications,E11.628
 Type 2 diabetes mellitus with periodontal disease E11.638 Type 2 diabetes mellitus with other oral complications Type 2 diabetes mellitus with hypoglycemia,E11.630
 Type 2 diabetes mellitus with hypoglycemia with coma E11.649 Type 2 diabetes mellitus with hypoglycemia without coma Type 2 diabetes mellitus with hyperglycemia,E11.641
 Type 2,E11.9
 Other specified diabetes mellitus,E13
 Other specified diabetes mellitus with hyperosmolarity,E13.0
 Other specified diabetes mellitus with hyperosmolarity with coma,E13.01
 Other specified diabetes mellitus with ketoacidosis,E13.1
 Other specified diabetes mellitus with ketoacidosis without coma,E13.10
 Other specified diabetes mellitus with ketoacidosis with coma,E13.11
 Other specified diabetes mellitus with kidney complications,E13.2
 Other specified diabetes mellitus with diabetic nephropathy,E13.21
 Other specified diabetes mellitus with diabetic chronic kidney disease Use additional code to identify stage of chronic kidney disease (N18.1-N18.6),E13.22
 Other specified diabetes mellitus with other diabetic kidney complication,E13.29
 Other specified diabetes mellitus with ophthalmic complications,E13.3
 Other specified diabetes mellitus with unspecified diabetic retinopathy,E13.31
 Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,E13.311
 Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,E13.319
 Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy,E13.32
 Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,E13.321
 Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,E13.329
 Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy,E13.33
 Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,E13.331
 Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,E13.339
 Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy,E13.34
 Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,E13.341
 Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,E13.349
 Other specified diabetes mellitus with proliferative diabetic retinopathy,E13.35
 Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,E13.351
 Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,E13.359
 Other specified diabetes mellitus with diabetic cataract,E13.36
" Other specified diabetes mellitus with other diabetic ophthalmic complication Use additional code to identify manifestation, such as:",E13.39
 Other specified diabetes mellitus with neurological complications,E13.4
" Other specified diabetes mellitus with diabetic neuropathy, unspecified",E13.40
 Other specified diabetes mellitus with diabetic mononeuropathy,E13.41
 Other specified diabetes mellitus with diabetic polyneuropathy,E13.42
 Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,E13.43
 Other specified diabetes mellitus with diabetic amyotrophy,E13.44
 Other specified diabetes mellitus with other diabetic neurological complication E13.5 Other specified diabetes mellitus with circulatory complications,E13.49
 Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,E13.51
 Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene,E13.52
 Other specified diabetes mellitus with other circulatory complications E13.6 Other specified diabetes mellitus with other specified complications,E13.59
 Other specified diabetes mellitus with diabetic arthropathy,E13.61
 Other specified diabetes mellitus with diabetic neuropathic arthropathy,E13.610
 Other specified diabetes mellitus with other diabetic arthropathy E13.62 Other specified diabetes mellitus with skin complications,E13.618
 Other specified diabetes mellitus with diabetic dermatitis,E13.620
 Other specified diabetes mellitus with foot ulcer,E13.621
 Other specified diabetes mellitus with other skin ulcer,E13.622
 Other specified diabetes mellitus with other skin complications E13.63 Other specified diabetes mellitus with oral complications,E13.628
 Other specified diabetes mellitus with periodontal disease,E13.630
 Other specified diabetes mellitus with other oral complications E13.64 Other specified diabetes mellitus with hypoglycemia,E13.638
 Other specified diabetes mellitus with hypoglycemia with coma,E13.641
 Other specified diabetes mellitus with hypoglycemia without coma E13.65 Other specified diabetes mellitus with hyperglycemia,E13.649
 Other specified diabetes mellitus with other specified complication,E13.69
 Other specified diabetes mellitus with unspecified complications,E13.8
 Other specified diabetes mellitus without complications,E13.9
 Nondiabetic hypoglycemic coma,E15
 Drug-induced hypoglycemia without coma,E16.0
 Other hypoglycemia,E16.1
" Hypoglycemia, unspecified",E16.2
 Increased secretion of glucagon,E16.3
 Increased secretion of gastrin,E16.4
 Other specified disorders of pancreatic internal secretion,E16.8
" Disorder of pancreatic internal secretion, unspecified",E16.9
 Hypoparathyroidism,E20
 Idiopathic hypoparathyroidism,E20.0
 Pseudohypoparathyroidism,E20.1
 Other hypoparathyroidism,E20.8
" Hypoparathyroidism, unspecified",E20.9
 Hyperparathyroidism and other disorders of parathyroid gland,E21
 Primary hyperparathyroidism,E21.0
 Other hyperparathyroidism,E21.2
" Hyperparathyroidism, unspecified",E21.3
 Other specified disorders of parathyroid gland,E21.4
" Disorder of parathyroid gland, unspecified",E21.5
 Hyperfunction of pituitary gland,E22
 Acromegaly and pituitary gigantism,E22.0
 Hyperprolactinemia,E22.1
 Syndrome of inappropriate secretion of antidiuretic hormone,E22.2
 Other hyperfunction of pituitary gland,E22.8
" Hyperfunction of pituitary gland, unspecified",E22.9
 Hypofunction and other disorders of the pituitary gland,E23
 Hypopituitarism,E23.0
 Drug-induced hypopituitarism,E23.1
 Diabetes insipidus,E23.2
" Hypothalamic dysfunction, not elsewhere classified",E23.3
 Other disorders of pituitary gland,E23.6
" Disorder of pituitary gland, unspecified",E23.7
 Cushing's syndrome,E24
 Pituitary-dependent Cushing's disease,E24.0
 Nelson's syndrome,E24.1
 Drug-induced Cushing's syndrome,E24.2
 Ectopic ACTH syndrome,E24.3
 Alcohol-induced pseudo-Cushing's syndrome,E24.4
 Other Cushing's syndrome,E24.8
" Cushing's syndrome, unspecified",E24.9
 Adrenogenital disorders,E25
 Congenital adrenogenital disorders associated with enzyme deficiency,E25.0
 Other adrenogenital disorders,E25.8
" Adrenogenital disorder, unspecified",E25.9
 Hyperaldosteronism,E26
 Primary hyperaldosteronism,E26.0
 Conn's syndrome,E26.01
 Glucocorticoid-remediable aldosteronism,E26.02
 Other primary hyperaldosteronism,E26.09
 Secondary hyperaldosteronism,E26.1
 Bartter's syndrome E26.89 Other hyperaldosteronism,E26.81
" Hyperaldosteronism, unspecified",E26.9
 Other,E27
 Other adrenocortical overactivity,E27.0
 Primary adrenocortical insufficiency,E27.1
 Addisonian crisis,E27.2
 Drug-induced adrenocortical insufficiency,E27.3
 Other and unspecified adrenocortical insufficiency Excludes1: adrenoleukodystrophy [Addison-Schilder] (E71.528),E27.4
 Unspecified adrenocortical insufficiency,E27.40
 Other adrenocortical insufficiency,E27.49
 Adrenomedullary hyperfunction,E27.5
 Other specified disorders of adrenal gland,E27.8
" Disorder of adrenal gland, unspecified",E27.9
 Ovarian dysfunction,E28
 Estrogen excess,E28.0
 Androgen excess,E28.1
 Polycystic ovarian syndrome,E28.2
 Primary ovarian failure,E28.3
 Premature menopause,E28.31
 Symptomatic premature menopause,E28.310
 Asymptomatic premature menopause,E28.319
 Other primary ovarian failure,E28.39
 Other ovarian dysfunction,E28.8
" Ovarian dysfunction, unspecified",E28.9
 Testicular dysfunction,E29
 Testicular hyperfunction,E29.0
 Testicular hypofunction,E29.1
 Other testicular dysfunction,E29.8
" Testicular dysfunction, unspecified",E29.9
" Disorders of puberty, not elsewhere classified",E30
 Delayed puberty,E30.0
 Precocious puberty,E30.1
 Other disorders of puberty,E30.8
" Disorder of puberty, unspecified",E30.9
 Polyglandular dysfunction,E31
 Autoimmune polyglandular failure,E31.0
 Polyglandular hyperfunction,E31.1
 Multiple endocrine neoplasia [MEN] syndromes,E31.2
" Multiple endocrine neoplasia [MEN] syndrome, unspecified",E31.20
 Multiple endocrine neoplasia [MEN] type I,E31.21
 Multiple endocrine neoplasia [MEN] type IIA,E31.22
 Multiple endocrine neoplasia [MEN] type IIB,E31.23
 Other polyglandular dysfunction,E31.8
" Polyglandular dysfunction, unspecified",E31.9
 Diseases of thymus,E32
 Persistent hyperplasia of thymus,E32.0
 Abscess of thymus,E32.1
 Other diseases of thymus,E32.8
" Disease of thymus, unspecified E34 Other endocrine disorders",E32.9
 Carcinoid syndrome,E34.0
 Other hypersecretion of intestinal hormones,E34.1
" Ectopic hormone secretion, not elsewhere classified",E34.2
 Short stature due to endocrine disorder,E34.3
 Constitutional tall stature,E34.4
 Androgen insensitivity syndrome,E34.5
" Androgen insensitivity syndrome, unspecified",E34.50
 Complete androgen insensitivity syndrome,E34.51
 Partial androgen insensitivity syndrome,E34.52
 Other specified endocrine disorders,E34.8
" Endocrine disorder, unspecified",E34.9
" Disorders of endocrine glands in diseases classified elsewhere Code first underlying disease, such as:",E35
 Intraoperative hemorrhage and hematoma of an endocrine system organ or structure complicating a,E36.0
 Intraoperative hemorrhage and hematoma of an endocrine system organ or structure complicating an endocrine system procedure,E36.01
 Intraoperative hemorrhage and hematoma of an endocrine system organ or structure complicating other procedure,E36.02
 Accidental puncture and laceration of an endocrine system organ or structure during a procedure,E36.1
 Accidental puncture and laceration of an endocrine system organ or structure during an endocrine system procedure,E36.11
" Other intraoperative complications of endocrine system Use additional code, if applicable, to further specify disorder",E36.8
 Kwashiorkor,E40
 Nutritional marasmus,E41
 Marasmic kwashiorkor,E42
 Unspecified severe protein-calorie malnutrition,E43
 Protein-calorie malnutrition of moderate and mild degree,E44
 Moderate protein-calorie malnutrition,E44.0
 Mild protein-calorie malnutrition,E44.1
 Retarded development following protein-calorie malnutrition,E45
 Unspecified protein-calorie malnutrition,E46
 Vitamin A deficiency with conjunctival xerosis,E50.0
 Vitamin A deficiency with Bitot's spot and conjunctival xerosis,E50.1
 Vitamin A deficiency with corneal xerosis,E50.2
 Vitamin A deficiency with corneal ulceration and xerosis,E50.3
 Vitamin A deficiency with keratomalacia,E50.4
 Vitamin A deficiency with night blindness,E50.5
 Vitamin A deficiency with xerophthalmic scars of cornea,E50.6
 Other ocular manifestations of vitamin A deficiency,E50.7
" Vitamin A deficiency, unspecified",E50.9
 Thiamine deficiency,E51
 Beriberi,E51.1
 Dry beriberi,E51.11
 Wet beriberi,E51.12
 Wernicke's encephalopathy,E51.2
 Other manifestations of thiamine deficiency,E51.8
" Thiamine deficiency, unspecified",E51.9
 Niacin deficiency [pellagra],E52
 Deficiency of other B group vitamins,E53
 Riboflavin deficiency,E53.0
 Pyridoxine deficiency,E53.1
 Deficiency of other specified B group vitamins,E53.8
" Vitamin B deficiency, unspecified",E53.9
 Ascorbic acid deficiency,E54
 Vitamin D deficiency,E55
" Rickets, active",E55.0
" Vitamin D deficiency, unspecified",E55.9
 Other vitamin deficiencies,E56
 Deficiency of vitamin E,E56.0
 Deficiency of vitamin K,E56.1
 Deficiency of other vitamins,E56.8
" Vitamin deficiency, unspecified",E56.9
 Dietary calcium deficiency,E58
 Dietary selenium deficiency,E59
 Dietary zinc deficiency,E60
 Deficiency of other nutrient elements,E61
 Copper deficiency,E61.0
 Iron deficiency,E61.1
 Magnesium deficiency,E61.2
 Manganese deficiency,E61.3
 Chromium deficiency,E61.4
 Molybdenum deficiency,E61.5
 Vanadium deficiency,E61.6
 Deficiency of multiple nutrient elements,E61.7
 Deficiency of other specified nutrient elements,E61.8
" Deficiency of nutrient element, unspecified",E61.9
 Essential fatty acid [EFA] deficiency,E63.0
 Imbalance of constituents of food intake,E63.1
 Other specified nutritional deficiencies,E63.8
" Nutritional deficiency, unspecified",E63.9
 Sequelae of malnutrition and other nutritional deficiencies,E64
 Sequelae of protein-calorie malnutrition,E64.0
 Sequelae of vitamin A deficiency,E64.1
 Sequelae of vitamin C deficiency,E64.2
 Sequelae of rickets,E64.3
 Sequelae of other nutritional deficiencies,E64.8
 Sequelae of unspecified nutritional deficiency,E64.9
 Localized adiposity,E65
 Overweight and obesity,E66
 Obesity due to excess calories,E66.0
 Morbid (severe) obesity due to excess calories,E66.01
 Drug-induced obesity,E66.1
 Morbid (severe) obesity with alveolar hypoventilation,E66.2
 Overweight,E66.3
 Other obesity,E66.8
" Obesity, unspecified",E66.9
 Hypervitaminosis A,E67.0
 Hypercarotinemia,E67.1
 Megavitamin-B6 syndrome,E67.2
 Hypervitaminosis D,E67.3
 Other specified hyperalimentation,E67.8
 Sequelae of hyperalimentation,E68
 Disorders of aromatic amino-acid metabolism,E70
 Classical phenylketonuria,E70.0
 Other hyperphenylalaninemias,E70.1
 Disorders of tyrosine metabolism,E70.2
" Disorder of tyrosine metabolism, unspecified",E70.20
 Tyrosinemia,E70.21
 Other disorders of tyrosine metabolism,E70.29
 Albinism,E70.3
" Albinism, unspecified",E70.30
 Ocular albinism,E70.31
 X-linked ocular albinism,E70.310
 Autosomal recessive ocular albinism,E70.311
 Other ocular albinism,E70.318
" Ocular albinism, unspecified",E70.319
 Oculocutaneous albinism,E70.32
 Tyrosinase negative oculocutaneous albinism,E70.320
 Tyrosinase positive oculocutaneous albinism,E70.321
 Other oculocutaneous albinism,E70.328
 Chediak-Higashi syndrome,E70.330
 Hermansky-Pudlak syndrome,E70.331
 Other albinism with hematologic abnormality,E70.338
" Albinism with hematologic abnormality, unspecified",E70.339
 Other specified albinism,E70.39
 Disorders of histidine metabolism,E70.4
" Disorders of histidine metabolism, unspecified",E70.40
 Histidinemia,E70.41
 Other disorders of histidine metabolism,E70.49
 Disorders of tryptophan metabolism,E70.5
 Other disorders of aromatic amino-acid metabolism,E70.8
" Disorder of aromatic amino-acid metabolism, unspecified",E70.9
